MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,Language,Tags,Envs
ape_news_25286_001,進路再考,進路サイコー,注意が必要,学生課で「進路再考」と言われたが「進路サイコー」と書いてしまった。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '日常', '学校', '笑い', 'Twitter']","['学生課', '会話', '窓口']"
ape_news_25286_002,トラックに轢かれそうになった時,ドラッグでイカれそうになった時,注意が必要,妻の話を夫が聞き間違えてドン引きした。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '家族', '笑い', 'Twitter']","['家庭', '会話']"
ape_news_25286_003,バスで行こうか,バースデイ効果,注意が必要,妻の「バスで行こうか」を「バースデイ効果」と聞き間違えた。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '家族', '笑い', 'Twitter']","['家庭', '会話']"
ape_news_25286_004,ゴディバ,ゴリラのチョコ,注意が必要,姉の電話で「ゴディバ」を「ゴリラのチョコ」と聞き間違えて購入。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '買い物', '家族', '笑い', 'Twitter']","['店舗', '電話', '会話']"
ape_news_25286_005,サングリア,ハンニバル,注意が必要,母の「冷蔵庫にサングリアがある」を「ハンニバルがある」と聞き間違えた。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '家庭', '笑い', 'Twitter']","['家庭', '会話', '冷蔵庫']"
ape_news_25286_006,うえ様,うえ様（見た目で誤認）,注意が必要,宛名「うえ様」を発音や見た目で誤認された。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '店舗', '笑い', 'Twitter']","['店舗', '会話', '領収書']"
ape_news_25286_007,東急東横店,東急ぽんぽこぺん,注意が必要,電話で店名を聞き取れず「東急ぽんぽこぺん」と伝えてしまった。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '職場', '電話', '笑い', 'Twitter']","['職場', '電話', '会話']"
ape_news_25286_008,消毒液,ショートケーキ,注意が必要,アナウンスの「消毒液」を「ショートケーキ」と聞き間違えた。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '公共施設', 'アナウンス', '笑い', 'Twitter']","['公共施設', 'アナウンス']"
ape_news_25286_009,まだ好きだからあー,マザー○ァッカー,注意が必要,元カレに叫んだ言葉を下品な英語に聞き間違えられた。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '恋愛', '笑い', 'Twitter']","['屋外', '会話']"
ape_news_25286_010,５期ぶりのマイナス成長,ゴキブリのマイナス成長,注意が必要,ニュースの経済用語を「ゴキブリ」と空耳した。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', 'ニュース', '笑い', 'Twitter']","['家庭', 'テレビ', 'ニュース']"
ape_news_25286_011,編み込み,アメコミ,注意が必要,美容室で「編み込み」を「アメコミ」と聞き間違えた。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '美容室', '会話', '笑い', 'Twitter']","['美容室', '会話']"
ape_news_25286_012,妊娠の可能性はないですか？,西野カナ世代ですか？,注意が必要,健康診断で医師の質問を有名歌手の世代かと聞き間違えた。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', '健康診断', '会話', '笑い', 'Twitter']","['病院', '健康診断', '会話']"
ape_news_25286_013,観戦できる,感染できる,注意が必要,ニュースの「観戦できる」を「感染できる」と聞き間違えた。,True,ape_news_25286,https://ape-news.tokyo/archives/25286,日本語,"['聞き間違い', 'ニュース', 'テレビ', '笑い', 'Twitter']","['家庭', 'テレビ', 'ニュース']"
