MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,Language,Tags,Envs
niftykids_200408100935_001,給食セット,地球破壊センター,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', '学校生活', 'ユーモア', 'コミュニケーション']",['学校']
niftykids_200408100935_002,もう準備したの？,いつ結婚したの？,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', '学校生活', 'ユーモア', 'コミュニケーション']",['学校']
niftykids_200408100935_003,一児の母,一時は母,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '家庭', 'ユーモア', 'コミュニケーション']",['家庭']
niftykids_200408100935_004,1+1,Nintendoスイッチ,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']","['学校', '家庭']"
niftykids_200408100935_005,100円ショップ,保健ショップ,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '家庭', 'ユーモア', 'コミュニケーション']",['家庭']
niftykids_200408100935_006,カメラ,バナナ,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']","['学校', '家庭']"
niftykids_200408100935_007,ソファー,ドバイ,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']","['学校', '家庭']"
niftykids_200408100935_008,給食,牛丼,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']",['学校']
niftykids_200408100935_009,気をつけて,助けて,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', '学校生活', 'コミュニケーション']","['通学路', '学校']"
niftykids_200408100935_010,嘘つきは泥棒の始まり,嘘つきはころころの始まり,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']","['学校', '家庭']"
niftykids_200408100935_011,ねこ,にく,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']","['学校', '家庭']"
niftykids_200408100935_012,おはよう,はよきえろ,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']","['学校', '家庭']"
niftykids_200408100935_013,ヒカキン,皮下脂肪,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']","['学校', '家庭']"
niftykids_200408100935_014,いぬ,居る,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']","['学校', '家庭']"
niftykids_200408100935_015,ショートケーキ,ショーケース,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '子ども', 'ユーモア', 'コミュニケーション']","['学校', '家庭']"
niftykids_200408100935_016,弁当箱,蛇の箱,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '家庭', 'ユーモア', 'コミュニケーション']",['家庭']
niftykids_200408100935_017,米炊こう,お皿洗おう,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '家庭', 'ユーモア', 'コミュニケーション']",['家庭']
niftykids_200408100935_018,洗濯しよう,洗剤食べよう,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '家庭', 'ユーモア', 'コミュニケーション']",['家庭']
niftykids_200408100935_019,豚のしょうが焼き,お楽しみかい,注意が必要,,True,niftykids_200408100935,https://kids.nifty.com/cs/kuchikomi/kids_soudan/list/aid_200408100935/1.htm,日本語,"['聞き間違い', '家庭', 'ユーモア', 'コミュニケーション']",['家庭']
