MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,Language,Tags,Envs
posfie_OOEDO4_001,秘密警察,清水建設,注意が必要,電話の取次で「秘密警察」と聞き間違えたが、実際は「清水建設」だった。,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '電話対応', '会社名', 'コミュニケーション', 'ネタ', '大喜利']","['電話', '職場']"
posfie_OOEDO4_002,公安（こうあん）,港湾（こうわん）,注意が必要,役所のバイトが「公安」から電話と伝えたが、実際は「港湾」部署だった。,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '電話対応', '会社名', 'コミュニケーション', 'ネタ', '大喜利']","['電話', '職場']"
posfie_OOEDO4_003,東京刑務所,東京ゲームショー,注意が必要,「東京刑務所」から電話と言われたが、実際は「東京ゲームショー」だった。,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '電話対応', 'イベント名', 'コミュニケーション', 'ネタ', '大喜利']","['電話', '職場']"
posfie_OOEDO4_004,舞鶴の新倉さん,マインズの新倉さん,注意が必要,「舞鶴の新倉さん」と聞こえたが、実際は「マインズの新倉さん」だった。,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '電話対応', '人名', 'コミュニケーション', 'ネタ', '大喜利']","['電話', '職場']"
posfie_OOEDO4_005,チェンマイの方ですか？,県内の方ですか？,注意が必要,スーパー銭湯で「チェンマイの方ですか？」と聞かれたが、実際は「県内の方ですか？」,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '受付', '地名', 'コミュニケーション', 'ネタ', '大喜利']","['受付', 'スーパー銭湯']"
posfie_OOEDO4_006,財宝部屋,材包部屋,注意が必要,「財宝部屋」と聞き間違えたが、実際は「材包部屋」だった。,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '職場', '会社名', 'コミュニケーション', 'ネタ', '大喜利']",['職場']
posfie_OOEDO4_007,警視庁,錦糸町,注意が必要,タクシー乗務員が「警視庁」と「錦糸町」を聞き間違えた。,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '地名', 'タクシー', 'コミュニケーション', 'ネタ', '大喜利']","['タクシー', '電話']"
posfie_OOEDO4_008,光ファイバー,石川島播磨,注意が必要,電話で「光ファイバー」と聞こえたが、実際は「石川島播磨（現IHI）」だった。,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '会社名', '電話対応', 'コミュニケーション', 'ネタ', '大喜利']","['電話', '職場']"
posfie_OOEDO4_009,明石警察,あかつき印刷,注意が必要,「明石警察」と聞き間違えたが、実際は「あかつき印刷」だった。,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '会社名', '電話対応', 'コミュニケーション', 'ネタ', '大喜利']","['電話', '職場']"
posfie_OOEDO4_010,ベッドインです,別所医院,注意が必要,「ベッドインです」と名乗る電話が実は「別所医院」だった。,True,posfie_OOEDO4,https://posfie.com/@OOEDO4/p/aaGyT0z,日本語,"['聞き間違い', '会社名', '電話対応', 'コミュニケーション', 'ネタ', '大喜利']","['電話', '職場']"
