MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,Language,Tags,Envs
ezpress_4891_001,ウルトラマンレオ,ウトマレロ,幼児発音,幼少期の言い間違い。ヒーロー名をうまく言えなかった。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '言い間違い', '子ども', 'ヒーロー', '家庭']","['家庭', '日常会話']"
ezpress_4891_002,ミドリムシ,サナダムシ,言い間違い,店で大声で言い間違え、周囲から疎まれた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '言い間違い', '生物', '家庭']","['店舗', '日常会話']"
ezpress_4891_003,真田丸,さだなまる,読み間違い,何度も言い間違えてしまう。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '言い間違い', '歴史', 'テレビ']","['家庭', '日常会話']"
ezpress_4891_004,中臣鎌足,なかとみのかたまり,読み間違い,社会科の授業での読み間違い。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '言い間違い', '学校', '歴史']","['学校', '授業']"
ezpress_4891_005,大権現,だいげんごん,読み間違い,友人の読み間違い。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '言い間違い', '学校', '歴史']","['学校', '授業']"
ezpress_4891_006,クロワッサン,クマさん,聞き間違い,夫が「クロワッサン」を「クマさん」と聞き間違えた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '家庭', '食べ物']","['家庭', '日常会話']"
ezpress_4891_007,コミュニケーション,コミニュケーション,発音の癖,つい言い間違えてしまう。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['言い間違い', '発音', '日常会話']","['家庭', '日常会話']"
ezpress_4891_008,ふんいき,ふいんき,発音の癖,変換できず困ることも。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['言い間違い', '発音', '日常会話']","['家庭', '日常会話']"
ezpress_4891_009,潮干狩り,ひおしがり,方言・発音,東京下町出身で発音が変化。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['方言', '発音', '日常会話']","['家庭', '日常会話']"
ezpress_4891_010,おこと教室,おとこ教室,読み間違い,看板を見て娘が勘違い。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '子ども', '教育']","['家庭', '日常会話', '看板']"
ezpress_4891_011,バディ,外国人の名前,意味の誤認,子どもの会話で親が誤解。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '子ども', '学校']","['家庭', '学校']"
ezpress_4891_012,おしぼりでございます,おしぼりでござる,言い間違い,バイト中に言い間違えた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '職場', '飲食店']","['飲食店', '職場']"
ezpress_4891_013,息子や犬の名前,犬や息子の名前,呼び間違い,家族の名前を混同して呼ぶ。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '家庭', '家族']",['家庭']
ezpress_4891_014,えらいね,エロイね,言い間違い,変換ミスで冷ややかな視線。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '言い間違い', '日常会話']","['家庭', '日常会話']"
ezpress_4891_015,ほっぺた落ちそう,ほっぺたおいしそう,言い間違い,子どもの言い間違い。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '子ども', '家庭']","['家庭', '日常会話']"
ezpress_4891_016,小槍の上で（アルペン一万尺）,仔ヤギの上で,歌詞の聞き間違い,歌の歌詞を間違えて覚えていた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '歌', '子ども']","['家庭', '学校']"
ezpress_4891_017,帰省（きせい）,きしょう,読み間違い,帰省を「きしょう」と読んでいた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['言い間違い', '発音', '日常会話']","['家庭', '日常会話']"
ezpress_4891_018,モッツァレラ,モレッツァ,言い間違い,モッツァレラをモレッツァと覚えていた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['言い間違い', '食べ物', '日常会話']","['家庭', '日常会話']"
ezpress_4891_019,先生、さようなら,てんてぇ、たよおならっ!!,発音の癖,幼児の発音の未熟さによる。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '子ども', '学校']","['学校', '幼稚園']"
ezpress_4891_020,セールで買いました,西武で買いました,聞き間違い,義母が「セール」を「西武」と聞き間違えた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '家庭', '買い物']","['家庭', '日常会話']"
ezpress_4891_021,緒につく,おにつく,言い間違い,言葉の意味を誤解。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['言い間違い', '言葉', '日常会話']","['家庭', '日常会話']"
ezpress_4891_022,コロッケ,クリッコ,幼児発音,子どもがコロッケをクリッコと言っていた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '子ども', '食べ物']","['家庭', '日常会話']"
ezpress_4891_023,ウォークマンしてる人,オオクワガタしてる人,聞き間違い,聞き間違いでビックリした。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '日常会話', '音楽']","['家庭', '日常会話']"
ezpress_4891_024,席外してばかり,赤飯寿司ばかり,聞き間違い,職場での聞き間違い。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '職場', '日常会話']","['職場', '日常会話']"
ezpress_4891_025,バス・マジックリン,フロ・マジックリン,言い間違い,祖母が商品名を言い間違えていた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['言い間違い', '家庭', '商品名']","['家庭', '日常会話']"
ezpress_4891_026,カルビ,カルピス,聞き間違い,店員の質問を飲み物と勘違い。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '飲食店', '食べ物']","['飲食店', '日常会話']"
ezpress_4891_027,食洗機,しょっき戦士,聞き間違い,子どもが食洗機をヒーロー名と勘違い。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '子ども', '家庭', '家電']","['家庭', '日常会話']"
ezpress_4891_028,バイオリン会,バイオリン買い,聞き間違い,母が「バイオリン会」を「バイオリン買い」と聞き間違えた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['聞き間違い', '家庭', '音楽']","['家庭', '日常会話']"
ezpress_4891_029,ポケモンGO,ポケモンQ,言い間違い,祖父がポケモンGOをポケモンQと言っていた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['言い間違い', '家庭', 'ゲーム']","['家庭', '日常会話']"
ezpress_4891_030,いばらきけん,いばらぎけん,発音の癖,茨城県の発音を間違えていた。,True,ezpress_4891,https://ezpress-1.com/4891,日本語,"['発音', '方言', '地名']","['家庭', '日常会話', '地域']"
